feature,label,tweet_id,origin
¿Ya le pediste permiso a tu esposo.,1,,rnn
"las mujeres son objetos, no sujetos .",1,,rnn
"buena, maciza, tu culo me hipnotiza .",1,,rnn
"Mujer al volante, peligro constante .",1,,rnn
lo guapa que ibas con ese vestidito.,1,,rnn
Llamar histérica o loca a una mujer.,1,,rnn
¿No sé quién? parece una prostituta.,1,,rnn
"Mujer al volante, peligro constante .",1,,rnn
Las mujeres lo tenéis todo más fácil.,1,,rnn
LAS MUJERES CARGADAS Y EN LA ESQUINA.,1,,rnn
LAS CUOTAS DISCRIMINAN A LOS HOMBRES.,1,,rnn
"Si anda con uno y otro, es una fácil .",1,,rnn
¡Eres muy fuerte para ser una chica.,1,,rnn
"A ver, las tías tenéis menos fuerza.",1,,rnn
"Qué tontería, las tías no ven porno.",1,,rnn
"Mira esa, a su edad y vistiendo así.",1,,rnn
"Ni machismo, ni feminismo, IGUALDAD.",1,,rnn
Las feministas son unas malfolladas.,1,,rnn
"Para ser mujer, eres muy inteligente .",1,,rnn
Tu lo provocaste por llevar esa ropa.,1,,rnn
"La mujer hermosa, loca o presuntuosa .",1,,rnn
"Muerta yo, que hagan sopa de mi culo .",1,,rnn
A la mujer ni muerta la has de creer.,1,,rnn
Esa lo que necesita es un buen polvo.,1,,rnn
"La mujer al volante, peligro andante .",1,,rnn
mujer es un ser endeble y defectuoso.,1,,rnn
mujer ama de casa y hombres trabajar.,1,,rnn
cómo se hace para callar a una mujer.,1,,rnn
"La vida es muy zorra, no votes a una .",1,,rnn
a ella le gusta que le den bien duro.,1,,rnn
toda mujer debe obedecer a su hombre.,1,,rnn
Eres muy lista. para ser mujer.,1,,rnn
Eres muy divertida. para ser mujer.,1,,rnn
Las feministas son unas malfolladas.,1,,rnn
"Si anda con uno y otro, es una fácil .",1,,rnn
De la mujer y el mar no hay que fiar.,1,,rnn
hermosa mujer con esas ricas piernas.,1,,rnn
¡Eres muy fuerte para ser una chica.,1,,rnn
"Para ser mujer, eres muy inteligente .",1,,rnn
"mujer no es acoso, es solo un piropo .",1,,rnn
"Cruza las piernas, no seas ordinaria .",1,,rnn
Si le sigue perdonando es culpa suya.,1,,rnn
a ella le gusta que le den de golpes.,1,,rnn
e refirió a la mujer como nalguita .,1,,rnn
Qué rico cocinas! Ya te puedes casar.,1,,rnn
 ella tiene que pedirle permiso a él.,1,,rnn
deja de estar chingando pinche vieja.,1,,rnn
"si sales así, luego no pidas respeto .",1,,rnn
ella es una mujer de la vida galante.,1,,rnn
el lugar de las mujeres es la cocina.,1,,rnn
"la mujer debe ser discreta, delicada .",1,,rnn
¡Eres muy fuerte para ser una chica.,1,,rnn
Él es hombre y tiene que pagar todo.,1,,rnn
De la mujer y el mar no hay que fiar.,1,,rnn
quien manda en el hogar es el hombre.,1,,rnn
el hombre es el que manda en la casa.,1,,rnn
el dominio del hombre sobre la mujer.,1,,rnn
la mujer es más amarga que la muerte.,1,,rnn
Yo soy feminista porque ayudo en casa.,1,,rnn
las mujeres son peores en matemáticas.,1,,rnn
Ser mamá es lo más lindo de ser mujer.,1,,rnn
"¡No llores, con lo guapa que tú eres!",1,,rnn
Es que a ver. ¿qué llevabas puesto.,1,,rnn
No me gusta que las tías beban tanto.,1,,rnn
Las mujeres al volante son un peligro.,1,,rnn
"Donde hay mujeres, hay diablo también .",1,,rnn
"Ni linda que mate, ni fea que espante .",1,,rnn
Ora me cumples o me dejas como estaba.,1,,rnn
estar en casa al servicio del  hombre.,1,,rnn
te tengo que cuidar porque eres débil.,1,,rnn
conocida por el cuerpo para el placer.,1,,rnn
ya te dije que no fueras tan confiada.,1,,rnn
los hombres son dueños de las mujeres.,1,,rnn
"si da a luz una niña, quedará impura ",1,,rnn
Debe una esposa sujetarse a su esposo.,1,,rnn
Yo sigo siendo el favorito de tu gata.,1,,rnn
Es que a ver. ¿qué llevabas puesto.,1,,rnn
así son los hombres y por eso acosan.,1,,rnn
ya llego la diputada que es bien puta.,1,,rnn
Siendo así nadie te va a querer mujer.,1,,rnn
mujer debes ser fuerte como un hombre.,1,,rnn
Las mujeres al volante son un peligro.,1,,rnn
"Vaya cara, ¿no te has maquillado hoy?",1,,rnn
¿25 años y todavía no sabes planchar.,1,,rnn
"¿La cerveza es para usted, caballero?",1,,rnn
Tan mal no estará cuando sigue con él.,1,,rnn
Muchacha borracha afloja la cucuracha.,1,,rnn
"Esta es una celosa, a ella no le tocó",1,,rnn
Cambiate así parece que eres machorra.,1,,rnn
No te enojes que te vas a poner vieja.,1,,rnn
una mujer con el rol de objeto sexual.,1,,rnn
Tienes ojos que te comía todo el coño.,1,,rnn
las chicas no valen para los deportes.,1,,rnn
"¡No llores, con lo guapa que tú eres!",1,,rnn
Ser mamá es lo más lindo de ser mujer.,1,,rnn
"El hombre ?puede?, la mujer ?no debe?",1,,rnn
la mujer violada tiene que ser virgen.,1,,rnn
una esposa debe someterse a su esposo.,1,,rnn
incapaz y poco preparada para el cargo.,1,,rnn
EL LENGUAJE NO SEXISTA ES UNA TONTERÍA.,1,,rnn
Detrás de un hombre hay una gran mujer.,1,,rnn
¿Has estudiado informática? ¡Qué raro.,1,,rnn
no me molestaría si alguien te violara.,1,,rnn
"son estúpidas, ilógicas e irracionales .",1,,rnn
la mujer es inferior al sexo masculino.,1,,rnn
la mujer debe estar sometida al hombre.,1,,rnn
La mujer no puede valerse por sí misma.,1,,rnn
la opinión de las mujeres no vale nada.,1,,rnn
La mujer y el vino engañan al más fino.,1,,rnn
Da asco salir contigo mujer a la calle.,1,,rnn
A los hombres hay que saber atenderlos.,1,,rnn
¿Cómo va a casarse si no sabe cocinar.,1,,rnn
"No te enfades, ¡con lo guapa que eres!",1,,rnn
Este hombre estrena rubia y sexy mujer.,1,,rnn
Las mujeres solo sirven para la cocina.,1,,rnn
a las mujeres les gusta que les peguen.,1,,rnn
Es que yo he andado con puras vírgenes.,1,,rnn
tú serías bonita si no tuvieras granos.,1,,rnn
"Traes labial rojo puta, se ve horrible .",1,,rnn
ve a las mujeres como objetos sexuales.,1,,rnn
las mujeres DEBEN realizar en el hogar.,1,,rnn
van provocando con su manera de vestir.,1,,rnn
una mujer tonta pueda llegar tan lejos.,1,,rnn
"Mujer sin aretes, altar sin ramilletes .",1,,rnn
Si juegas al fútbol eres una marimacho.,1,,rnn
La mujer y el vino engañan al más fino.,1,,rnn
superioridad del hombre sobre la mujer.,1,,rnn
con lo guapa que ibas con ese vestidito.,1,,rnn
Emancipar a las mujeres es corromperlas.,1,,rnn
con lo guapa que ibas con ese vestidito.,1,,rnn
¿Por qué está con ella si no es bonita.,1,,rnn
Estás estupenda para la edad que tienes.,1,,rnn
¿Quién te va a querer con ese carácter.,1,,rnn
Eres muy inteligente para ser una mujer.,1,,rnn
"¡No opine lo que no sabe, tonta maluca!",1,,rnn
él tiene el poder y ella debe someterse.,1,,rnn
"La mujer, sólo el diablo sabe lo que es .",1,,rnn
"la mujer abnegada, sacrificada y sumisa .",1,,rnn
"En el restaurante, la cuenta es para él .",1,,rnn
La mujer estaba excluida de la sociedad.,1,,rnn
las mujeres son unas pinches mentirosas.,1,,rnn
ella es una puta porque ya no es virgen.,1,,rnn
mujer cuando bebes pareces un camionero.,1,,rnn
"A ver, las mujeres tienen menos fuerza.",1,,rnn
"Qué tontería, las mujeres no ven porno.",1,,rnn
No me gusta que las mujeres beban tanto.,1,,rnn
Para ir de feminista eres bastante mona.,1,,rnn
"Inteligente como papá, bonita como mamá",1,,rnn
¿Por qué está con ella si no es bonita.,1,,rnn
La mujer en casa y con la pata quebrada.,1,,rnn
Ya tuviste a tu bebé. ¿Por qué lloras.,1,,rnn
Las señoritas no dicen malas palabras .,1,,rnn
"Solo deben ser bonitas, no inteligentes .",1,,rnn
operación de riesgo: 11 mujeres a bordo.,1,,rnn
pero también ella traía muchos tatuajes.,1,,rnn
Sin hijos no va a tener sentido tu vida.,1,,rnn
mujer arreglate qpor que te ves enferma.,1,,rnn
"Depílate las piernas, estás muy peluda!",1,,rnn
La mujer en casa y con la pata quebrada.,1,,rnn
las mataron porque ?andaban provocando.,1,,rnn
el factor de riesgo básico es ser mujer.,1,,rnn
el hombre se orienta mejor que la mujer.,1,,rnn
"Me gustan tus ojos, tu pelo y tus tetas .",1,,rnn
las mujeres son inferiores a los hombres.,1,,rnn
Las mujeres desean no tener que trabajar.,1,,rnn
Para ir de feminista eres bastante mona.,1,,rnn
Mujer que no mienta ¿Quién la encuentra.,1,,rnn
"Mujer, viento y verdura: pronto se mudan .",1,,rnn
"Mujeres y fortuna, mudables como la luna .",1,,rnn
Todas las mujeres nacieron para ser mam.,1,,rnn
A saber como ha llegado esa a donde está,1,,rnn
Ya entiendo porque usas tanto maquillaje.,1,,rnn
las mujeres son inferiores a los hombres.,1,,rnn
Hay mujeres que les gusta que les peguen.,1,,rnn
las mujeres que se traducen en ?deberes.,1,,rnn
nos matan por nuestra condición de mujer.,1,,rnn
Todas las mujeres nacieron para ser mam.,1,,rnn
La mujer que piensa da tanta repugnancia.,1,,rnn
"los días de su menstruación, será impura .",1,,rnn
Nadie se casaría con una mujer no virgen.,1,,rnn
"Rosa para las niñas, azul para los niños .",1,,rnn
Una mujer prepara la cena para su esposo.,1,,rnn
las monjas tienen prohibido viajar solas.,1,,rnn
la esposa se tiene que someter al esposo.,1,,rnn
te eche para atrás el hecho de ser mujer.,1,,rnn
los hombres son superiores a las mujeres.,1,,rnn
las mujeres no tienen voz en la política.,1,,rnn
La mujer en casa y el hombre en la plaza.,1,,rnn
"la panocha en las coyotas,¡no en palacio .",1,,rnn
las mujeres nacieron para hacer esclavas.,1,,rnn
yo le gopeo a mi novia cuando no obedece.,1,,rnn
yo le gopeo a mi mujer cuando no obedece.,1,,rnn
Yo sé de lo caliente que te pone la mata.,1,,rnn
"Está bien apretada, con la tota marcada.",1,,rnn
Te ves fantástica y sexy con ese vestido.,1,,rnn
con eso vestido corto te miras bien puta.,1,,rnn
dame un beso mujer para hacerte el favor.,1,,rnn
Vas provocando a todos por esa minifalda.,1,,rnn
Todas las mujeres nacieron para ser mam.,1,,rnn
No te pongas esa falda si no vas conmigo.,1,,rnn
¿No eres muy guapa para dedicarte a eso.,1,,rnn
sin necesidad de violarla ches ridículas.,1,,rnn
la mujer que no sabe cocinar no es mujer.,1,,rnn
Yo hice a esa perra famosa (maldita sea.,1,,rnn
una princesa y tu un orgulloso ingeniero.,1,,rnn
Quieren respeto pero mira como se visten.,1,,rnn
a las mujeres les gusta que las piropeen.,1,,rnn
¿Aborto legal? mejor cierren las piernas.,1,,rnn
Nadie te va a querer si no sabes cocinar.,1,,rnn
l es hombrecito y no puede lavar trastes.,1,,rnn
Ellas dicen que no para que les ruegues.,1,,rnn
Te comía del bollicado hasta la pegatina.,1,,rnn
Todas las mujeres nacieron para ser mam.,1,,rnn
"La suerte de la fea , la bonita la desea .",1,,rnn
No te sientes así que no es de señoritas.,1,,rnn
Las mujeres desean no tener que trabajar.,1,,rnn
las mujeres son propiedad de los hombres.,1,,rnn
"Si la mujer fuera buena, Dios tendría una .",1,,rnn
¿Tu marido te ayuda en casa? ¡Qué suerte.,1,,rnn
¿No eres muy guapa para dedicarte a esto?,1,,rnn
") La mujer es animal que gusta de castigo.""",1,,rnn
"La buena esposa, limpia, sana y hacendosa .",1,,rnn
"Al marido, tenerlo, quererle y obedecerle .",1,,rnn
Mala madre. te voy a quitar a tus hijos.,1,,rnn
mujer que se acompaña por hombres es puta.,1,,rnn
Ella no puede hacer esto porque es  mujer.,1,,rnn
Prefiero verte muerta que con otro hombre.,1,,rnn
"Ella no podrá ser ambiciosa, sino modesta .",1,,rnn
"él para conquistar, ella para conformarse .",1,,rnn
"Si la mujer fuera buena, Dios tendría una .",1,,rnn
Mi animal preferido sigue siendo la mujer.,1,,rnn
na mujer a trabajar es algo muy peligroso.,1,,rnn
la ?autoridad? del marido sobre su esposa.,1,,rnn
Si mostramos emoción nos dicen dramáticas.,1,,rnn
no otorga autonomía ninguna a las mujeres.,1,,rnn
las mujeres deben ir totalmente cubiertas.,1,,rnn
la mujer con el origen de todos los males.,1,,rnn
"Si sigues con esa actitud, voy a violarte .",1,,rnn
"¿No te intereso? ¿Qué pasa, tienes novio?",1,,rnn
¿No eres muy guapa para dedicarte a esto.,1,,rnn
Si Hillary no pudo satisfacer a su esposo.,1,,rnn
una niña como tu no va a saber mas que yo.,1,,rnn
oye niña Tráele  a tu papá lo que te pide.,1,,rnn
Seguramente fue su culpa por vestirse as.,1,,rnn
las mujer sólo quieres llamar la atención.,1,,rnn
mujer tu te enamoras del primero que pasa.,1,,rnn
mujer tus nalguitas solo son de tu esposo.,1,,rnn
ya deja de llorar mujer que solo das pena.,1,,rnn
"hazlo tú, es lo que te toca por ser mujer .",1,,rnn
un hombre no le gustan las mujeres gordas.,1,,rnn
"Maquillate, van a decir que estás dejada!",1,,rnn
a las bonitas solo las quieren para coger.,1,,rnn
Necesitas a un hombre que te meta rienda.,1,,rnn
"Nunca tendrás ese porte, como las modelos .",1,,rnn
Lo que pasa es que no te han cogido rico.,1,,rnn
Necesitas una cogida para estar de buenas.,1,,rnn
el cuerpo de la mujer como reclamo sexual.,1,,rnn
"a mujer, que existe para servir al hombre .",1,,rnn
las chicas son más débiles o más cobardes.,1,,rnn
las mujeres son dominadas por sus esposos.,1,,rnn
la mujer tiene menos dientes que el hombre.,1,,rnn
Te acompaño a casa porque si no no llegas.,1,,rnn
La casa no es una casa si no hay una mujer.,1,,rnn
"La mujer como el vino, engañan al más fino .",1,,rnn
Las mujeres son deshonestas por naturaleza.,1,,rnn
Las mujeres son deshonestas por naturaleza.,1,,rnn
las féminas no son tan valiosas como ellos.,1,,rnn
Las mujeres trabajan más pero cobran menos.,1,,rnn
eres la primera desertora de la ley divina.,1,,rnn
las mujeres solo se interesan por el poder.,1,,rnn
Un hombre y una mujer no pueden ser amigos.,1,,rnn
Las mujeres son deshonestas por naturaleza.,1,,rnn
la mujer casada debía obediencia al hombre.,1,,rnn
la esposa se somete totalmente a su marido.,1,,rnn
Las mujeres son deshonestas por naturaleza.,1,,rnn
Hay viene la parte fea y corriente que soy.,1,,rnn
"no seas tan bruta jugando, pareces un niño .",1,,rnn
"Con tu hermano es distinto, él es un chico .",1,,rnn
" Si yo fuera una mujer, sería superguarra.",1,,rnn
Marla era un 10 en tetas y un 0 en cerebro.,1,,rnn
"Casa donde manda mujer, no vale un alfiler .",1,,rnn
mujer nadie te va a querer como yo lo hago.,1,,rnn
todas las mujeres del mundo son una basura.,1,,rnn
"No seas tan bruta jugando, pareces un niño .",1,,rnn
¿Qué te gusta el fútbol? ¿De verdad mujer.,1,,rnn
"Esa muestra mucho, dijo debe ser bien puta .",1,,rnn
le pasó eso por estar abriendo las piernas.,1,,rnn
"Pobrecita , estás sola .no tienes hombre .",1,,rnn
te pones escotes para que te den más likes.,1,,rnn
Eso que llevas es una falda o una camiseta.,1,,rnn
"Casa donde manda mujer, no vale un alfiler .",1,,rnn
buenas en el sexo para complacer al hombre.,1,,rnn
el que debe mandar en la casa es el hombre.,1,,rnn
Admirada tú serás si callada siempre estás.,1,,rnn
las que no se pueden casar organizan bodas.,1,,rnn
Esta chica se lo buscó por ir vestida así!,1,,rnn
Cien mujeres no valen más que un testículo.,1,,rnn
"Adán fue engañado por Eva, no Eva por Adán .",1,,rnn
"A la mujer, con la pata quebrada y en casa .",1,,rnn
Las mujeres son deshonestas por naturaleza.,1,,rnn
las mujeres no poseían ninguna belleza real.,1,,rnn
Hay más violaciones a hombres que a mujeres.,1,,rnn
Hay dos tipos de mujeres: diosas y porteras.,1,,rnn
Al final las más machistas son las mujeres.,1,,rnn
¿Cómo voy a ser machista si soy homosexual.,1,,rnn
Si un niño te trata mal es porque le gustas.,1,,rnn
Demuéstrale que este es un mundo de hombres.,1,,rnn
"Con tu hermano es distinto, él es un chico.",1,,rnn
¿Pero DE VERDAD que no quieres tener hijos.,1,,rnn
"Ah, ¿que eres lesbiana? Pues parecías maja.",1,,rnn
"Claro, a ti te preocupa porque tienes hijas .",1,,rnn
Las mujeres son la perdición de los hombres.,1,,rnn
La mujer y la mentira nacieron el mismo día.,1,,rnn
Ahora sé por qué nadie quiere salir contigo.,1,,rnn
no son funciones de una mujer ser una líder.,1,,rnn
las mujeres no poseían ninguna belleza real.,1,,rnn
si no te vistieras así no te hubiera pasado.,1,,rnn
"Los burros y las mujeres, a palos entienden .",1,,rnn
Hay dos tipos de mujeres: diosas y porteras.,1,,rnn
"Que mueran dando a luz, que para eso están.",1,,rnn
El sexo femenino es la confusión del hombre.,1,,rnn
Demuéstrale que este es un mundo de hombres.,1,,rnn
Si un niño te trata mal es porque le gustas.,1,,rnn
las mujeres a una mera función reproductora.,1,,rnn
las mujeres deben ser sumisas a sus esposos.,1,,rnn
el hombre es cabeza de la mujer y del hogar.,1,,rnn
las mujeres no poseían ninguna belleza real.,1,,rnn
el único poder de ellas reside en su vagina.,1,,rnn
"Si defendemos algo, somos unas desquiciadas .",1,,rnn
mujer ese escote que traes me pone caliente.,1,,rnn
"Ella se hace la más boba, malparida, piroba .",1,,rnn
Pues no quiere salir conmigo. la muy puta.,1,,rnn
"Ah, ¿que eres lesbiana? Pues parecías maja.",1,,rnn
ella no es una santa y no es lo que piensas.,1,,rnn
¿Ya la viste? Está bien buena esa muñequita.,1,,rnn
Pinches viejas luego que porqué las golpean.,1,,rnn
Y ¿Ahora por que te arreglaste tanto mujer.,1,,rnn
"Si el amor te da la espalda, tócale el culo .",1,,rnn
cada niño viene con un pan debajo del brazo.,1,,rnn
Los chicos no lloran o Lloras como una niña.,1,,rnn
Es una rubia tonta No hay quien la entienda.,1,,rnn
"A la mujer y a la burra, cada día una zurra .",1,,rnn
una visión de la mujer como un ser inferior.,1,,rnn
"Lo que el diablo no puede, la mujer lo hace .",1,,rnn
Una niñata como tú no va a saber más que yo.,1,,rnn
"El niño necesita a su madre, quédate en casa .",1,,rnn
Una mujer no está completa si no tiene hijos.,1,,rnn
No tengo días malos porque no soy una mujer.,1,,rnn
Seguro que cuando eras joven eras guapísima.,1,,rnn
Pues no quiere salir conmigo. la muy puta.,1,,rnn
¿Y cómo es que has venido sola? ¿Y tu novio.,1,,rnn
las mujeres no están dotadas para lo técnico.,1,,rnn
ellas tenían envidia del pene de los hombres.,1,,rnn
la mujer como un objeto propiedad del hombre.,1,,rnn
el cuerpo de la mujer es territorio político.,1,,rnn
las mujeres estén calladas en las asambleas.,1,,rnn
El marido tiene derecho de matar a su mujer.,1,,rnn
las mujeres como algo más que madres o putas.,1,,rnn
"a mujer, siempre al servicio del santo varón .",1,,rnn
 ¿Pero DE VERDAD que no quieres tener hijos.,1,,rnn
¿Y cómo es que has venido sola? ¿Y tu novio.,1,,rnn
"No vales para nada mujer , todo lo haces mal .",1,,rnn
"El niño necesita a su madre, quédate en casa .",1,,rnn
Una mujer no está completa si no tiene hijos.,1,,rnn
Esas cosas son de niños. ¡No seas marimacho.,1,,rnn
Esas cosas son de niñas. ¡No seas mariquita!,1,,rnn
Está bien fea y gorda: por eso la regresaron.,1,,rnn
¿Todo bien en casita hijas de su puta madre.,1,,rnn
Tú solo estas para servir y para tener hijos.,1,,rnn
"No digas groserías, compórtate como señorita .",1,,rnn
No se enoja tu esposo porque usas shortcitos.,1,,rnn
"No quiero que uses labial rojo, pareces puta .",1,,rnn
Todavía que les dices un piropo no agradecen.,1,,rnn
las mujeres se acostumbran a vivir con miedo.,1,,rnn
Si un chico te trata mal es porque le gustás.,1,,rnn
Yo soy bien caliente y mi hermana es llorona.,1,,rnn
convirtiendo a su mujer en una mula de carga.,1,,rnn
la mujer se consagra a las tareas domésticas.,1,,rnn
Si en el fondo nosotras somos el sexo debil.,1,,rnn
La mujer en la cocina y no jugando al fútbol.,1,,rnn
"La mujer y el viento, cambian, en un momento .",1,,rnn
Las mujeres somos ridículas cuando militamos.,1,,rnn
tetas chiquitas y culo grande mujer perfecta.,1,,rnn
"En lo que dependa de mí, no va a haber aborto .",1,,rnn
Siendo así nadie te va a querer Qué exagerada.,1,,rnn
"Sé un poco más dócil, que los tíos se asustan .",1,,rnn
¿Estás segura? ¿Ya puedes conducir ese coche.,1,,rnn
Sois demasiado hermosa para ser mujer honrada.,1,,rnn
¿Cómo espera que la respeten vistiéndose así?,1,,rnn
Esas cosas son de niños. ¡No seas marimacho !,1,,rnn
¿Por qué a las tías os gusta tanto cotillear.,1,,rnn
"La mujer, el fuego y los mares son tres males .",1,,rnn
Aguacates y mujeres maduran a puros apretones.,1,,rnn
"La nuez y la mujer, a golpes se han de vencer .",1,,rnn
"Dios me dé marido rico, y mejor si es borrico .",1,,rnn
"Febrero y las mujeres, por día diez pareceres .",1,,rnn
Las mujeres somos ridículas cuando militamos.,1,,rnn
Lo peor que hay en este mundo son las mujeres.,1,,rnn
"si no soportas la presión, vuelve a la cocina .",1,,rnn
Deberías hacer algo para arreglar esas cejas.,1,,rnn
Cuando vayas con mujeres no olvides el látigo.,1,,rnn
El cuerpo de la mujer como cuerpo reproductor.,1,,rnn
El fuerte de la mujer no es saber sino sentir.,1,,rnn
Mataría a mi hermana si ella fuese a trabajar.,1,,rnn
no es bueno que la mujer estudie y sepa tanto.,1,,rnn
un hombre le gusta una mujer es solo por sexo.,1,,rnn
Las mujeres somos ridículas cuando militamos.,1,,rnn
la sensibilización y emancipación de la mujer.,1,,rnn
"Tienes un cara preciosa, deberías sonreír más .",1,,rnn
 ¿Quieres que te quite esa carita tan triste.,1,,rnn
 ¿Has estudiado informática? ¡Qué raro mujer.,1,,rnn
¿Quién te va a querer con ese carácter mujer.,1,,rnn
¿Cómo espera que la respeten vistiéndose así?,1,,rnn
solo las mujeres debemos cuidar a los padres.,1,,rnn
"Si se viste toda macha, es porque es lesbiana .",1,,rnn
El hombre llega hasta que la mujer lo permite.,1,,rnn
Se habrá acostado con alguien para llegar ah.,1,,rnn
¿No quieres hijos? ¡Es lo mejor de ser mujer!,1,,rnn
"Podrías haberte maquillado, no te cuidas nada .",1,,rnn
